volume_id,site_id,title,century,production_year_est,support_material,ink_type,binding_type,cover_type,language,format,restoration_recent,observed_condition_score,digitised,source_catalogue,licence,site_name,site_type,country,city,latitude,longitude,climate_zone,collection_size_volumes,avg_temperature_c,avg_relative_humidity_pct,avg_light_lux,air_quality_index,flood_event,hvac_failure_event,monitoring_months,environmental_stress,material_stress,age_stress,event_stress,conservation_risk_index,risk_level,high_risk
V0072,S03,Manuscript or printed volume 0072,15,1483,laid_paper,carbon,vellum,vellum,Greek,quarto,False,3,False,Europeana,CC BY-SA 4.0 (metadata simulation),Biblioteca comunale dell'Archiginnasio,library,Italy,Bologna,44.4929,11.343,Humid subtropical,850000,21.481666666666666,58.64666666666667,36.58833333333333,55,False,False,6,0.1022444444444445,0.7,0.71875,0.0,42.55,Moderate,0
V0073,S06,Manuscript or printed volume 0073,13,1280,parchment,iron_gall,none,leather,Latin,folio,True,4,False,ICCU,CC BY-SA 4.0 (metadata simulation),British Library — St Pancras,library,United Kingdom,London,51.53,-0.1274,Oceanic,170000000,19.900000000000002,51.72833333333333,33.285000000000004,48,False,True,6,0.0,0.825,0.96875,0.4,52.97,Moderate,0
V0074,S05,Manuscript or printed volume 0074,16,1523,mixed,iron_gall,paper_boards,none,English,scroll,False,3,True,British Library,CC BY-SA 4.0 (metadata simulation),Bibliothèque nationale de France,library,France,Paris,48.8336,2.3758,Oceanic,40000000,19.258333333333336,48.5,36.98333333333333,49,False,False,6,0.0,0.7875000000000001,0.59375,0.0,38.47,Moderate,0
V0075,S08,Manuscript or printed volume 0075,16,1554,laid_paper,pigment,leather,wood,Latin,octavo,False,3,True,ICCU,CC BY-SA 4.0 (metadata simulation),Biblioteca Medicea Laurenziana,library,Italy,Florence,43.7743,11.253,Mediterranean,110000,21.28,56.05666666666667,38.29333333333334,42,False,True,6,0.02817777777777792,0.7,0.59375,0.25,39.33,Moderate,0
V0076,S03,Manuscript or printed volume 0076,12,1140,parchment,iron_gall,wood_boards,none,English,quarto,False,2,True,BNF,CC BY-SA 4.0 (metadata simulation),Biblioteca comunale dell'Archiginnasio,library,Italy,Bologna,44.4929,11.343,Humid subtropical,850000,21.481666666666666,58.64666666666667,36.58833333333333,55,False,False,6,0.1022444444444445,0.9375,1.0,0.0,56.7,High,1
V0077,S08,Manuscript or printed volume 0077,16,1512,parchment,iron_gall,vellum,none,Italian,folio,False,3,True,ICCU,CC BY-SA 4.0 (metadata simulation),Biblioteca Medicea Laurenziana,library,Italy,Florence,43.7743,11.253,Mediterranean,110000,21.28,56.05666666666667,38.29333333333334,42,False,True,6,0.02817777777777792,0.925,0.59375,0.25,46.08,Moderate,0
V0078,S05,Manuscript or printed volume 0078,13,1298,mixed,pigment,leather,wood,Latin,quarto,False,3,True,ICCU,CC BY-SA 4.0 (metadata simulation),Bibliothèque nationale de France,library,France,Paris,48.8336,2.3758,Oceanic,40000000,19.258333333333336,48.5,36.98333333333333,49,False,False,6,0.0,0.75,0.96875,0.0,46.72,Moderate,0
V0079,S05,Manuscript or printed volume 0079,18,1761,parchment,printing_ink,leather,wood,Italian,octavo,False,2,False,BNF,CC BY-SA 4.0 (metadata simulation),Bibliothèque nationale de France,library,France,Paris,48.8336,2.3758,Oceanic,40000000,19.258333333333336,48.5,36.98333333333333,49,False,False,6,0.0,0.7749999999999999,0.34375,0.0,31.84,Low,0
V0080,S06,Manuscript or printed volume 0080,16,1567,industrial_paper,pigment,leather,leather,English,quarto,False,2,False,ICCU,CC BY-SA 4.0 (metadata simulation),British Library — St Pancras,library,United Kingdom,London,51.53,-0.1274,Oceanic,170000000,19.900000000000002,51.72833333333333,33.285000000000004,48,False,True,6,0.0,0.55,0.59375,0.25,33.84,Low,0
V0081,S01,Manuscript or printed volume 0081,19,1867,industrial_paper,printing_ink,leather,leather,Greek,scroll,False,2,False,Heidelberg UB,CC BY-SA 4.0 (metadata simulation),"Biblioteca Joanina, University of Coimbra",library,Portugal,Coimbra,40.2075,-8.4266,Mediterranean,250000,20.853333333333335,54.375,43.129999999999995,56,False,False,6,0.006,0.5,0.21875,0.0,20.68,Low,0
V0082,S04,Manuscript or printed volume 0082,17,1621,mixed,iron_gall,leather,paper,English,scroll,False,1,True,ICCU,CC BY-SA 4.0 (metadata simulation),Archivio di Stato di Firenze,archive,Italy,Florence,43.7696,11.2558,Mediterranean,1200000,20.903333333333332,53.11333333333334,41.931666666666665,50,False,False,6,0.0,0.825,0.46875,0.0,36.47,Moderate,0
V0083,S08,Manuscript or printed volume 0083,19,1820,industrial_paper,iron_gall,leather,none,Greek,quarto,False,2,False,British Library,CC BY-SA 4.0 (metadata simulation),Biblioteca Medicea Laurenziana,library,Italy,Florence,43.7743,11.253,Mediterranean,110000,21.28,56.05666666666667,38.29333333333334,42,False,True,6,0.02817777777777792,0.625,0.21875,0.25,27.7,Low,0
V0084,S03,Manuscript or printed volume 0084,15,1487,laid_paper,carbon,leather,paper,French,folio,False,2,False,Europeana,CC BY-SA 4.0 (metadata simulation),Biblioteca comunale dell'Archiginnasio,library,Italy,Bologna,44.4929,11.343,Humid subtropical,850000,21.481666666666666,58.64666666666667,36.58833333333333,55,False,False,6,0.1022444444444445,0.675,0.71875,0.0,41.8,Moderate,0
V0085,S03,Manuscript or printed volume 0085,13,1219,parchment,carbon,leather,leather,French,scroll,False,2,False,Heidelberg UB,CC BY-SA 4.0 (metadata simulation),Biblioteca comunale dell'Archiginnasio,library,Italy,Bologna,44.4929,11.343,Humid subtropical,850000,21.481666666666666,58.64666666666667,36.58833333333333,55,False,False,6,0.1022444444444445,0.8,0.96875,0.0,51.8,Moderate,0
V0086,S02,Manuscript or printed volume 0086,14,1327,laid_paper,carbon,wood_boards,leather,Greek,folio,True,2,False,BNF,CC BY-SA 4.0 (metadata simulation),Universitätsbibliothek Heidelberg,library,Germany,Heidelberg,49.4093,8.6944,Oceanic,180000,20.07166666666667,50.95666666666667,33.245000000000005,46,False,True,6,0.0,0.7125,0.84375,0.4,46.47,Moderate,0
V0087,S01,Manuscript or printed volume 0087,14,1360,parchment,pigment,paper_boards,none,French,scroll,False,3,True,ICCU,CC BY-SA 4.0 (metadata simulation),"Biblioteca Joanina, University of Coimbra",library,Portugal,Coimbra,40.2075,-8.4266,Mediterranean,250000,20.853333333333335,54.375,43.129999999999995,56,False,False,6,0.006,0.7875000000000001,0.84375,0.0,44.93,Moderate,0
V0088,S03,Manuscript or printed volume 0088,16,1513,parchment,pigment,vellum,leather,Italian,quarto,False,2,False,Europeana,CC BY-SA 4.0 (metadata simulation),Biblioteca comunale dell'Archiginnasio,library,Italy,Bologna,44.4929,11.343,Humid subtropical,850000,21.481666666666666,58.64666666666667,36.58833333333333,55,False,False,6,0.1022444444444445,0.8500000000000001,0.59375,0.0,43.92,Moderate,0
V0089,S05,Manuscript or printed volume 0089,17,1604,laid_paper,iron_gall,leather,vellum,German,scroll,False,2,True,Heidelberg UB,CC BY-SA 4.0 (metadata simulation),Bibliothèque nationale de France,library,France,Paris,48.8336,2.3758,Oceanic,40000000,19.258333333333336,48.5,36.98333333333333,49,False,False,6,0.0,0.7749999999999999,0.46875,0.0,34.97,Low,0
V0090,S01,Manuscript or printed volume 0090,14,1388,industrial_paper,iron_gall,leather,none,English,folio,False,2,False,British Library,CC BY-SA 4.0 (metadata simulation),"Biblioteca Joanina, University of Coimbra",library,Portugal,Coimbra,40.2075,-8.4266,Mediterranean,250000,20.853333333333335,54.375,43.129999999999995,56,False,False,6,0.006,0.625,0.84375,0.0,40.05,Moderate,0
V0091,S03,Manuscript or printed volume 0091,16,1500,laid_paper,iron_gall,wood_boards,wood,Italian,octavo,False,3,False,ICCU,CC BY-SA 4.0 (metadata simulation),Biblioteca comunale dell'Archiginnasio,library,Italy,Bologna,44.4929,11.343,Humid subtropical,850000,21.481666666666666,58.64666666666667,36.58833333333333,55,False,False,6,0.1022444444444445,0.8125,0.59375,0.0,42.8,Moderate,0
V0092,S04,Manuscript or printed volume 0092,15,1452,parchment,iron_gall,none,leather,Latin,quarto,False,4,True,ICCU,CC BY-SA 4.0 (metadata simulation),Archivio di Stato di Firenze,archive,Italy,Florence,43.7696,11.2558,Mediterranean,1200000,20.903333333333332,53.11333333333334,41.931666666666665,50,False,False,6,0.0,0.825,0.71875,0.0,42.72,Moderate,0
V0093,S02,Manuscript or printed volume 0093,12,1196,parchment,pigment,leather,paper,German,octavo,False,4,True,British Library,CC BY-SA 4.0 (metadata simulation),Universitätsbibliothek Heidelberg,library,Germany,Heidelberg,49.4093,8.6944,Oceanic,180000,20.07166666666667,50.95666666666667,33.245000000000005,46,False,True,6,0.0,0.825,1.0,0.25,52.25,Moderate,0
V0094,S07,Manuscript or printed volume 0094,18,1797,industrial_paper,carbon,none,none,French,folio,False,2,False,BNF,CC BY-SA 4.0 (metadata simulation),Marmottan Repository (simulated cold store),repository,France,Paris,48.8606,2.2664,Oceanic,45000,19.541666666666668,48.78333333333333,34.36833333333333,45,False,True,6,0.0,0.44999999999999996,0.34375,0.25,24.59,Low,0
V0095,S06,Manuscript or printed volume 0095,18,1754,laid_paper,pigment,vellum,none,Italian,quarto,False,2,True,Heidelberg UB,CC BY-SA 4.0 (metadata simulation),British Library — St Pancras,library,United Kingdom,London,51.53,-0.1274,Oceanic,170000000,19.900000000000002,51.72833333333333,33.285000000000004,48,False,True,6,0.0,0.7250000000000001,0.34375,0.25,32.84,Low,0
V0096,S02,Manuscript or printed volume 0096,13,1245,laid_paper,carbon,none,wood,French,quarto,False,2,False,BNF,CC BY-SA 4.0 (metadata simulation),Universitätsbibliothek Heidelberg,library,Germany,Heidelberg,49.4093,8.6944,Oceanic,180000,20.07166666666667,50.95666666666667,33.245000000000005,46,False,True,6,0.0,0.6,0.96875,0.25,44.72,Moderate,0
V0097,S04,Manuscript or printed volume 0097,19,1897,industrial_paper,carbon,paper_boards,paper,Italian,scroll,False,3,False,Heidelberg UB,CC BY-SA 4.0 (metadata simulation),Archivio di Stato di Firenze,archive,Italy,Florence,43.7696,11.2558,Mediterranean,1200000,20.903333333333332,53.11333333333334,41.931666666666665,50,False,False,6,0.0,0.4875,0.21875,0.0,20.09,Low,0
V0098,S04,Manuscript or printed volume 0098,17,1698,laid_paper,pigment,leather,none,German,folio,False,2,False,BNF,CC BY-SA 4.0 (metadata simulation),Archivio di Stato di Firenze,archive,Italy,Florence,43.7696,11.2558,Mediterranean,1200000,20.903333333333332,53.11333333333334,41.931666666666665,50,False,False,6,0.0,0.7,0.46875,0.0,32.72,Low,0
V0099,S08,Manuscript or printed volume 0099,15,1481,laid_paper,iron_gall,leather,leather,Italian,octavo,False,3,False,BNF,CC BY-SA 4.0 (metadata simulation),Biblioteca Medicea Laurenziana,library,Italy,Florence,43.7743,11.253,Mediterranean,110000,21.28,56.05666666666667,38.29333333333334,42,False,True,6,0.02817777777777792,0.7749999999999999,0.71875,0.25,44.7,Moderate,0
V0100,S01,Manuscript or printed volume 0100,15,1465,parchment,pigment,paper_boards,leather,Latin,scroll,False,2,True,Heidelberg UB,CC BY-SA 4.0 (metadata simulation),"Biblioteca Joanina, University of Coimbra",library,Portugal,Coimbra,40.2075,-8.4266,Mediterranean,250000,20.853333333333335,54.375,43.129999999999995,56,False,False,6,0.006,0.7875000000000001,0.71875,0.0,41.8,Moderate,0
V0101,S03,Manuscript or printed volume 0101,17,1657,mixed,iron_gall,leather,wood,English,quarto,False,2,False,Europeana,CC BY-SA 4.0 (metadata simulation),Biblioteca comunale dell'Archiginnasio,library,Italy,Bologna,44.4929,11.343,Humid subtropical,850000,21.481666666666666,58.64666666666667,36.58833333333333,55,False,False,6,0.1022444444444445,0.825,0.46875,0.0,40.05,Moderate,0
V0102,S08,Manuscript or printed volume 0102,15,1431,laid_paper,iron_gall,leather,vellum,French,folio,False,3,False,British Library,CC BY-SA 4.0 (metadata simulation),Biblioteca Medicea Laurenziana,library,Italy,Florence,43.7743,11.253,Mediterranean,110000,21.28,56.05666666666667,38.29333333333334,42,False,True,6,0.02817777777777792,0.7749999999999999,0.71875,0.25,44.7,Moderate,0
V0103,S03,Manuscript or printed volume 0103,16,1594,laid_paper,printing_ink,leather,none,Italian,scroll,False,2,False,Europeana,CC BY-SA 4.0 (metadata simulation),Biblioteca comunale dell'Archiginnasio,library,Italy,Bologna,44.4929,11.343,Humid subtropical,850000,21.481666666666666,58.64666666666667,36.58833333333333,55,False,False,6,0.1022444444444445,0.6499999999999999,0.59375,0.0,37.92,Moderate,0
V0104,S06,Manuscript or printed volume 0104,18,1773,industrial_paper,printing_ink,leather,vellum,Italian,quarto,False,3,False,ICCU,CC BY-SA 4.0 (metadata simulation),British Library — St Pancras,library,United Kingdom,London,51.53,-0.1274,Oceanic,170000000,19.900000000000002,51.72833333333333,33.285000000000004,48,False,True,6,0.0,0.5,0.34375,0.25,26.09,Low,0
V0105,S02,Manuscript or printed volume 0105,18,1713,mixed,carbon,wood_boards,none,Italian,folio,False,3,False,BNF,CC BY-SA 4.0 (metadata simulation),Universitätsbibliothek Heidelberg,library,Germany,Heidelberg,49.4093,8.6944,Oceanic,180000,20.07166666666667,50.95666666666667,33.245000000000005,46,False,True,6,0.0,0.7625000000000001,0.34375,0.25,33.97,Low,0
V0106,S03,Manuscript or printed volume 0106,19,1811,laid_paper,carbon,vellum,vellum,Greek,octavo,False,2,True,Europeana,CC BY-SA 4.0 (metadata simulation),Biblioteca comunale dell'Archiginnasio,library,Italy,Bologna,44.4929,11.343,Humid subtropical,850000,21.481666666666666,58.64666666666667,36.58833333333333,55,False,False,6,0.1022444444444445,0.7,0.21875,0.0,30.05,Low,0
V0107,S06,Manuscript or printed volume 0107,14,1315,mixed,carbon,wood_boards,paper,German,octavo,False,3,False,Heidelberg UB,CC BY-SA 4.0 (metadata simulation),British Library — St Pancras,library,United Kingdom,London,51.53,-0.1274,Oceanic,170000000,19.900000000000002,51.72833333333333,33.285000000000004,48,False,True,6,0.0,0.7625000000000001,0.84375,0.25,46.47,Moderate,0
V0108,S05,Manuscript or printed volume 0108,19,1867,mixed,printing_ink,wood_boards,vellum,Italian,quarto,False,3,False,ICCU,CC BY-SA 4.0 (metadata simulation),Bibliothèque nationale de France,library,France,Paris,48.8336,2.3758,Oceanic,40000000,19.258333333333336,48.5,36.98333333333333,49,False,False,6,0.0,0.7375,0.21875,0.0,27.59,Low,0
V0109,S01,Manuscript or printed volume 0109,17,1639,laid_paper,pigment,paper_boards,vellum,Italian,octavo,False,4,False,Europeana,CC BY-SA 4.0 (metadata simulation),"Biblioteca Joanina, University of Coimbra",library,Portugal,Coimbra,40.2075,-8.4266,Mediterranean,250000,20.853333333333335,54.375,43.129999999999995,56,False,False,6,0.006,0.6625000000000001,0.46875,0.0,31.8,Low,0
V0110,S08,Manuscript or printed volume 0110,13,1248,mixed,iron_gall,wood_boards,paper,Latin,folio,False,2,False,Europeana,CC BY-SA 4.0 (metadata simulation),Biblioteca Medicea Laurenziana,library,Italy,Florence,43.7743,11.253,Mediterranean,110000,21.28,56.05666666666667,38.29333333333334,42,False,True,6,0.02817777777777792,0.8625,0.96875,0.25,53.58,Moderate,0
V0111,S06,Manuscript or printed volume 0111,12,1126,laid_paper,pigment,wood_boards,none,German,octavo,False,1,False,Europeana,CC BY-SA 4.0 (metadata simulation),British Library — St Pancras,library,United Kingdom,London,51.53,-0.1274,Oceanic,170000000,19.900000000000002,51.72833333333333,33.285000000000004,48,False,True,6,0.0,0.7375,1.0,0.25,49.62,Moderate,0
V0112,S03,Manuscript or printed volume 0112,17,1609,laid_paper,pigment,leather,vellum,French,quarto,False,4,True,Heidelberg UB,CC BY-SA 4.0 (metadata simulation),Biblioteca comunale dell'Archiginnasio,library,Italy,Bologna,44.4929,11.343,Humid subtropical,850000,21.481666666666666,58.64666666666667,36.58833333333333,55,False,False,6,0.1022444444444445,0.7,0.46875,0.0,36.3,Moderate,0
V0113,S06,Manuscript or printed volume 0113,13,1269,parchment,iron_gall,wood_boards,none,Greek,folio,False,3,False,Europeana,CC BY-SA 4.0 (metadata simulation),British Library — St Pancras,library,United Kingdom,London,51.53,-0.1274,Oceanic,170000000,19.900000000000002,51.72833333333333,33.285000000000004,48,False,True,6,0.0,0.9375,0.96875,0.25,54.84,Moderate,0
V0114,S03,Manuscript or printed volume 0114,19,1844,mixed,pigment,leather,none,Italian,quarto,False,2,False,BNF,CC BY-SA 4.0 (metadata simulation),Biblioteca comunale dell'Archiginnasio,library,Italy,Bologna,44.4929,11.343,Humid subtropical,850000,21.481666666666666,58.64666666666667,36.58833333333333,55,False,False,6,0.1022444444444445,0.75,0.21875,0.0,31.55,Low,0
V0115,S04,Manuscript or printed volume 0115,18,1761,industrial_paper,iron_gall,wood_boards,vellum,Italian,quarto,False,1,False,Europeana,CC BY-SA 4.0 (metadata simulation),Archivio di Stato di Firenze,archive,Italy,Florence,43.7696,11.2558,Mediterranean,1200000,20.903333333333332,53.11333333333334,41.931666666666665,50,False,False,6,0.0,0.6625,0.34375,0.0,28.47,Low,0
V0116,S05,Manuscript or printed volume 0116,15,1481,laid_paper,carbon,leather,none,Latin,quarto,False,2,True,Europeana,CC BY-SA 4.0 (metadata simulation),Bibliothèque nationale de France,library,France,Paris,48.8336,2.3758,Oceanic,40000000,19.258333333333336,48.5,36.98333333333333,49,False,False,6,0.0,0.675,0.71875,0.0,38.22,Moderate,0
V0117,S08,Manuscript or printed volume 0117,17,1646,parchment,pigment,leather,leather,French,folio,False,2,False,ICCU,CC BY-SA 4.0 (metadata simulation),Biblioteca Medicea Laurenziana,library,Italy,Florence,43.7743,11.253,Mediterranean,110000,21.28,56.05666666666667,38.29333333333334,42,False,True,6,0.02817777777777792,0.825,0.46875,0.25,39.95,Moderate,0
V0118,S05,Manuscript or printed volume 0118,14,1319,parchment,iron_gall,leather,wood,Greek,folio,False,3,False,Heidelberg UB,CC BY-SA 4.0 (metadata simulation),Bibliothèque nationale de France,library,France,Paris,48.8336,2.3758,Oceanic,40000000,19.258333333333336,48.5,36.98333333333333,49,False,False,6,0.0,0.8999999999999999,0.84375,0.0,48.09,Moderate,0
V0119,S01,Manuscript or printed volume 0119,15,1469,laid_paper,printing_ink,wood_boards,leather,English,folio,False,2,True,ICCU,CC BY-SA 4.0 (metadata simulation),"Biblioteca Joanina, University of Coimbra",library,Portugal,Coimbra,40.2075,-8.4266,Mediterranean,250000,20.853333333333335,54.375,43.129999999999995,56,False,False,6,0.006,0.6875,0.71875,0.0,38.8,Moderate,0
V0120,S02,Manuscript or printed volume 0120,18,1761,industrial_paper,pigment,paper_boards,vellum,French,folio,False,2,False,Heidelberg UB,CC BY-SA 4.0 (metadata simulation),Universitätsbibliothek Heidelberg,library,Germany,Heidelberg,49.4093,8.6944,Oceanic,180000,20.07166666666667,50.95666666666667,33.245000000000005,46,False,True,6,0.0,0.5125,0.34375,0.25,26.47,Low,0
V0121,S05,Manuscript or printed volume 0121,18,1794,laid_paper,pigment,paper_boards,vellum,English,quarto,False,1,False,ICCU,CC BY-SA 4.0 (metadata simulation),Bibliothèque nationale de France,library,France,Paris,48.8336,2.3758,Oceanic,40000000,19.258333333333336,48.5,36.98333333333333,49,False,False,6,0.0,0.6625000000000001,0.34375,0.0,28.47,Low,0
V0122,S03,Manuscript or printed volume 0122,14,1312,parchment,pigment,vellum,paper,French,scroll,False,2,False,BNF,CC BY-SA 4.0 (metadata simulation),Biblioteca comunale dell'Archiginnasio,library,Italy,Bologna,44.4929,11.343,Humid subtropical,850000,21.481666666666666,58.64666666666667,36.58833333333333,55,False,False,6,0.1022444444444445,0.8500000000000001,0.84375,0.0,50.17,Moderate,0
V0123,S08,Manuscript or printed volume 0123,15,1434,laid_paper,carbon,vellum,paper,French,quarto,False,3,True,Europeana,CC BY-SA 4.0 (metadata simulation),Biblioteca Medicea Laurenziana,library,Italy,Florence,43.7743,11.253,Mediterranean,110000,21.28,56.05666666666667,38.29333333333334,42,False,True,6,0.02817777777777792,0.7,0.71875,0.25,42.45,Moderate,0
V0124,S01,Manuscript or printed volume 0124,13,1237,laid_paper,carbon,wood_boards,paper,Italian,octavo,False,3,False,British Library,CC BY-SA 4.0 (metadata simulation),"Biblioteca Joanina, University of Coimbra",library,Portugal,Coimbra,40.2075,-8.4266,Mediterranean,250000,20.853333333333335,54.375,43.129999999999995,56,False,False,6,0.006,0.7125,0.96875,0.0,45.8,Moderate,0
V0125,S05,Manuscript or printed volume 0125,17,1696,parchment,pigment,leather,leather,German,folio,False,2,False,British Library,CC BY-SA 4.0 (metadata simulation),Bibliothèque nationale de France,library,France,Paris,48.8336,2.3758,Oceanic,40000000,19.258333333333336,48.5,36.98333333333333,49,False,False,6,0.0,0.825,0.46875,0.0,36.47,Moderate,0
V0126,S01,Manuscript or printed volume 0126,18,1755,mixed,printing_ink,paper_boards,none,Italian,scroll,True,3,False,British Library,CC BY-SA 4.0 (metadata simulation),"Biblioteca Joanina, University of Coimbra",library,Portugal,Coimbra,40.2075,-8.4266,Mediterranean,250000,20.853333333333335,54.375,43.129999999999995,56,False,False,6,0.006,0.6625000000000001,0.34375,0.15,30.18,Low,0
V0127,S05,Manuscript or printed volume 0127,14,1307,parchment,pigment,leather,none,English,scroll,False,3,True,British Library,CC BY-SA 4.0 (metadata simulation),Bibliothèque nationale de France,library,France,Paris,48.8336,2.3758,Oceanic,40000000,19.258333333333336,48.5,36.98333333333333,49,False,False,6,0.0,0.825,0.84375,0.0,45.84,Moderate,0
V0128,S07,Manuscript or printed volume 0128,15,1458,parchment,pigment,leather,wood,German,scroll,False,1,False,ICCU,CC BY-SA 4.0 (metadata simulation),Marmottan Repository (simulated cold store),repository,France,Paris,48.8606,2.2664,Oceanic,45000,19.541666666666668,48.78333333333333,34.36833333333333,45,False,True,6,0.0,0.825,0.71875,0.25,45.22,Moderate,0
V0129,S03,Manuscript or printed volume 0129,13,1206,laid_paper,pigment,wood_boards,leather,Greek,octavo,False,4,False,ICCU,CC BY-SA 4.0 (metadata simulation),Biblioteca comunale dell'Archiginnasio,library,Italy,Bologna,44.4929,11.343,Humid subtropical,850000,21.481666666666666,58.64666666666667,36.58833333333333,55,False,False,6,0.1022444444444445,0.7375,0.96875,0.0,49.92,Moderate,0
V0130,S02,Manuscript or printed volume 0130,17,1668,laid_paper,printing_ink,wood_boards,none,Italian,quarto,False,3,True,Europeana,CC BY-SA 4.0 (metadata simulation),Universitätsbibliothek Heidelberg,library,Germany,Heidelberg,49.4093,8.6944,Oceanic,180000,20.07166666666667,50.95666666666667,33.245000000000005,46,False,True,6,0.0,0.6875,0.46875,0.25,34.84,Low,0
V0131,S03,Manuscript or printed volume 0131,13,1257,mixed,carbon,paper_boards,wood,Greek,scroll,False,3,False,Heidelberg UB,CC BY-SA 4.0 (metadata simulation),Biblioteca comunale dell'Archiginnasio,library,Italy,Bologna,44.4929,11.343,Humid subtropical,850000,21.481666666666666,58.64666666666667,36.58833333333333,55,False,False,6,0.1022444444444445,0.6875,0.96875,0.0,48.42,Moderate,0
V0132,S04,Manuscript or printed volume 0132,12,1142,laid_paper,pigment,none,paper,Italian,octavo,True,3,True,British Library,CC BY-SA 4.0 (metadata simulation),Archivio di Stato di Firenze,archive,Italy,Florence,43.7696,11.2558,Mediterranean,1200000,20.903333333333332,53.11333333333334,41.931666666666665,50,False,False,6,0.0,0.625,1.0,0.15,45.25,Moderate,0
V0133,S08,Manuscript or printed volume 0133,18,1706,laid_paper,iron_gall,paper_boards,none,Greek,octavo,False,2,False,BNF,CC BY-SA 4.0 (metadata simulation),Biblioteca Medicea Laurenziana,library,Italy,Florence,43.7743,11.253,Mediterranean,110000,21.28,56.05666666666667,38.29333333333334,42,False,True,6,0.02817777777777792,0.7375,0.34375,0.25,34.2,Low,0
V0134,S01,Manuscript or printed volume 0134,19,1844,industrial_paper,carbon,leather,wood,Greek,folio,False,3,False,BNF,CC BY-SA 4.0 (metadata simulation),"Biblioteca Joanina, University of Coimbra",library,Portugal,Coimbra,40.2075,-8.4266,Mediterranean,250000,20.853333333333335,54.375,43.129999999999995,56,False,False,6,0.006,0.5249999999999999,0.21875,0.0,21.43,Low,0
V0135,S08,Manuscript or printed volume 0135,18,1795,mixed,iron_gall,paper_boards,none,Italian,scroll,False,2,False,BNF,CC BY-SA 4.0 (metadata simulation),Biblioteca Medicea Laurenziana,library,Italy,Florence,43.7743,11.253,Mediterranean,110000,21.28,56.05666666666667,38.29333333333334,42,False,True,6,0.02817777777777792,0.7875000000000001,0.34375,0.25,35.7,Moderate,0
V0136,S04,Manuscript or printed volume 0136,15,1447,laid_paper,iron_gall,wood_boards,wood,French,folio,True,4,False,British Library,CC BY-SA 4.0 (metadata simulation),Archivio di Stato di Firenze,archive,Italy,Florence,43.7696,11.2558,Mediterranean,1200000,20.903333333333332,53.11333333333334,41.931666666666665,50,False,False,6,0.0,0.8125,0.71875,0.15,43.84,Moderate,0
V0137,S01,Manuscript or printed volume 0137,13,1286,parchment,pigment,wood_boards,none,Latin,folio,False,3,True,Heidelberg UB,CC BY-SA 4.0 (metadata simulation),"Biblioteca Joanina, University of Coimbra",library,Portugal,Coimbra,40.2075,-8.4266,Mediterranean,250000,20.853333333333335,54.375,43.129999999999995,56,False,False,6,0.006,0.8625,0.96875,0.0,50.3,Moderate,0
V0138,S01,Manuscript or printed volume 0138,14,1315,laid_paper,pigment,leather,paper,English,scroll,False,3,False,BNF,CC BY-SA 4.0 (metadata simulation),"Biblioteca Joanina, University of Coimbra",library,Portugal,Coimbra,40.2075,-8.4266,Mediterranean,250000,20.853333333333335,54.375,43.129999999999995,56,False,False,6,0.006,0.7,0.84375,0.0,42.3,Moderate,0
V0139,S08,Manuscript or printed volume 0139,15,1432,parchment,iron_gall,leather,wood,Latin,octavo,False,3,True,BNF,CC BY-SA 4.0 (metadata simulation),Biblioteca Medicea Laurenziana,library,Italy,Florence,43.7743,11.253,Mediterranean,110000,21.28,56.05666666666667,38.29333333333334,42,False,True,6,0.02817777777777792,0.8999999999999999,0.71875,0.25,48.45,Moderate,0
V0140,S05,Manuscript or printed volume 0140,17,1631,laid_paper,iron_gall,paper_boards,wood,Italian,scroll,False,2,False,Europeana,CC BY-SA 4.0 (metadata simulation),Bibliothèque nationale de France,library,France,Paris,48.8336,2.3758,Oceanic,40000000,19.258333333333336,48.5,36.98333333333333,49,False,False,6,0.0,0.7375,0.46875,0.0,33.84,Low,0
V0141,S04,Manuscript or printed volume 0141,16,1596,laid_paper,pigment,leather,leather,English,octavo,False,2,True,BNF,CC BY-SA 4.0 (metadata simulation),Archivio di Stato di Firenze,archive,Italy,Florence,43.7696,11.2558,Mediterranean,1200000,20.903333333333332,53.11333333333334,41.931666666666665,50,False,False,6,0.0,0.7,0.59375,0.0,35.84,Moderate,0
V0142,S01,Manuscript or printed volume 0142,19,1863,industrial_paper,pigment,paper_boards,wood,German,octavo,True,3,False,BNF,CC BY-SA 4.0 (metadata simulation),"Biblioteca Joanina, University of Coimbra",library,Portugal,Coimbra,40.2075,-8.4266,Mediterranean,250000,20.853333333333335,54.375,43.129999999999995,56,False,False,6,0.006,0.5125,0.21875,0.15,22.55,Low,0
V0143,S05,Manuscript or printed volume 0143,18,1769,industrial_paper,printing_ink,paper_boards,vellum,German,quarto,False,2,False,Heidelberg UB,CC BY-SA 4.0 (metadata simulation),Bibliothèque nationale de France,library,France,Paris,48.8336,2.3758,Oceanic,40000000,19.258333333333336,48.5,36.98333333333333,49,False,False,6,0.0,0.4625,0.34375,0.0,22.47,Low,0
